tube_assembly_id|item|component|quantity
TA-07818|component_id_1|C-1623|2 
TA-07818|component_id_2|C-1630|2 
TA-07819|component_id_1|C-1623|2 
TA-07819|component_id_2|C-1630|2 
TA-07820|component_id_1|C-1623|2 
TA-07820|component_id_2|C-1630|2 
TA-07821|component_id_1|C-1623|2 
TA-07821|component_id_2|C-1630|2 
TA-07822|component_id_1|C-1243|2 
TA-07822|component_id_2|C-1244|2 
TA-07823|component_id_1|C-1243|2 
TA-07823|component_id_2|C-1244|2 
TA-07824|component_id_1|C-1952|2 
TA-07826|component_id_1|C-1615|1 
TA-07827|component_id_1|C-1614|1 
TA-07828|component_id_1|C-1622|1 
TA-07828|component_id_2|C-1629|1 
TA-07828|component_id_3|C-2004|1 
TA-07829|component_id_1|C-1243|2 
TA-07829|component_id_2|C-1244|2 
TA-07830|component_id_1|C-0448|2 
TA-07830|component_id_2|C-0449|2 
TA-07831|component_id_1|C-1621|1 
TA-07831|component_id_2|C-1628|1 
TA-07831|component_id_3|C-0607|1 
TA-07832|component_id_1|C-1209|1 
TA-07832|component_id_2|C-1621|1 
TA-07832|component_id_3|C-1628|1 
TA-07833|component_id_1|C-1209|1 
TA-07833|component_id_2|C-1621|1 
TA-07833|component_id_3|C-1628|1 
TA-07834|component_id_1|C-1622|1 
TA-07834|component_id_2|C-1629|1 
TA-07834|component_id_3|C-1639|1 
TA-07835|component_id_1|C-1243|2 
TA-07835|component_id_2|C-1244|2 
TA-07836|component_id_1|C-0448|2 
TA-07836|component_id_2|C-0449|2 
TA-07837|component_id_1|C-1621|1 
TA-07837|component_id_2|C-1628|1 
TA-07837|component_id_3|C-1638|1 
TA-07838|component_id_1|C-1621|1 
TA-07838|component_id_2|C-1628|1 
TA-07838|component_id_3|C-1638|1 
TA-07839|component_id_1|C-1638|2 
TA-07840|component_id_1|C-1779|1 
TA-07840|component_id_2|C-1781|1 
TA-07841|component_id_1|C-1649|2 
TA-07842|component_id_1|C-0620|1 
TA-07845|component_id_1|C-1243|1 
TA-07845|component_id_2|C-1244|1 
TA-07845|component_id_3|C-1621|1 
TA-07845|component_id_4|C-1628|1 
TA-07846|component_id_1|C-1622|1 
TA-07846|component_id_2|C-1629|1 
TA-07846|component_id_3|C-1639|1 
TA-07848|component_id_1|C-1420|1 
TA-07848|component_id_2|C-0091|1 
TA-07848|component_id_3|C-0336|1 
TA-07849|component_id_1|C-1470|1 
TA-07849|component_id_2|C-1478|1 
TA-07850|component_id_1|C-1243|2 
TA-07850|component_id_2|C-1244|2 
TA-07851|component_id_1|C-1639|1 
TA-07851|component_id_2|C-2004|1 
TA-07852|component_id_1|C-0680|1 
TA-07853|component_id_1|C-1621|2 
TA-07853|component_id_2|C-1628|2 
TA-07854|component_id_1|C-1621|2 
TA-07854|component_id_2|C-1628|2 
TA-07855|component_id_1|C-1621|2 
TA-07855|component_id_2|C-1628|2 
TA-07856|component_id_1|C-1621|2 
TA-07856|component_id_2|C-1628|2 
TA-07857|component_id_1|C-1411|1 
TA-07858|component_id_1|C-1312|2 
TA-07859|component_id_1|C-1312|2 
TA-07860|component_id_1|C-1312|2 
TA-07861|component_id_1|C-1312|2 
TA-07862|component_id_1|C-1622|1 
TA-07862|component_id_2|C-1629|1 
TA-07862|component_id_3|C-1639|1 
TA-07863|component_id_1|C-1622|1 
TA-07863|component_id_2|C-1629|1 
TA-07863|component_id_3|C-1639|1 
TA-07864|component_id_1|C-1622|2 
TA-07864|component_id_2|C-1629|2 
TA-07865|component_id_1|C-1624|2 
TA-07865|component_id_2|C-1631|2 
TA-07866|component_id_1|C-1622|2 
TA-07866|component_id_2|C-1629|2 
TA-07867|component_id_1|C-1406|1 
TA-07867|component_id_2|C-1641|1 
TA-07868|component_id_1|C-1621|2 
TA-07868|component_id_2|C-1628|2 
TA-07869|component_id_1|C-1620|2 
TA-07869|component_id_2|C-1627|2 
TA-07870|component_id_1|C-1622|2 
TA-07870|component_id_2|C-1629|2 
TA-07871|component_id_1|C-1622|2 
TA-07871|component_id_2|C-1629|2 
TA-07872|component_id_1|C-0681|1 
TA-07873|component_id_1|C-0590|1 
TA-07873|component_id_2|C-0591|1 
TA-07873|component_id_3|C-0617|1 
TA-07874|component_id_1|C-1620|1 
TA-07874|component_id_2|C-1621|1 
TA-07874|component_id_3|C-1627|1 
TA-07874|component_id_4|C-1661|1 
TA-07875|component_id_1|C-1620|2 
TA-07875|component_id_2|C-1627|2 
TA-07877|component_id_1|C-1621|1 
TA-07877|component_id_2|C-1622|1 
TA-07877|component_id_3|C-1628|1 
TA-07877|component_id_4|C-1660|1 
TA-07878|component_id_1|C-0832|1 
TA-07878|component_id_2|C-1243|1 
TA-07878|component_id_3|C-1244|1 
TA-07879|component_id_1|C-1312|2 
TA-07880|component_id_1|C-1625|2 
TA-07880|component_id_2|C-1632|2 
TA-07881|component_id_1|C-1621|2 
TA-07881|component_id_2|C-1628|2 
TA-07882|component_id_1|C-1621|2 
TA-07882|component_id_2|C-1628|2 
TA-07883|component_id_1|C-1621|2 
TA-07883|component_id_2|C-1628|2 
TA-07884|component_id_1|C-1623|2 
TA-07884|component_id_2|C-1630|2 
TA-07885|component_id_1|C-1623|2 
TA-07885|component_id_2|C-1630|2 
TA-07886|component_id_1|C-1623|2 
TA-07886|component_id_2|C-1630|2 
TA-07887|component_id_1|C-1623|2 
TA-07887|component_id_2|C-1630|2 
TA-07888|component_id_1|C-1621|2 
TA-07888|component_id_2|C-1628|2 
TA-07889|component_id_1|C-1624|2 
TA-07889|component_id_2|C-1631|2 
TA-07890|component_id_1|C-1621|1 
TA-07890|component_id_2|C-1628|1 
TA-07890|component_id_3|C-1638|1 
TA-07892|component_id_1|C-1625|1 
TA-07892|component_id_2|C-1632|1 
TA-07892|component_id_3|C-1642|1 
TA-07893|component_id_1|C-1647|2 
TA-07894|component_id_1|C-1647|2 
TA-07895|component_id_1|C-1624|2 
TA-07895|component_id_2|C-1631|2 
TA-07896|component_id_1|C-1624|2 
TA-07896|component_id_2|C-1631|2 
TA-07897|component_id_1|C-1624|2 
TA-07897|component_id_2|C-1631|2 
TA-07898|component_id_1|C-1623|2 
TA-07898|component_id_2|C-1630|2 
TA-07898|component_id_3|C-0215|1 
TA-07899|component_id_1|C-1623|2 
TA-07899|component_id_2|C-1630|2 
TA-07899|component_id_3|C-0209|1 
TA-07899|component_id_4|C-0215|1 
TA-07900|component_id_1|C-1623|2 
TA-07900|component_id_2|C-1630|2 
TA-07900|component_id_3|C-0215|1 
TA-07901|component_id_1|C-1621|2 
TA-07901|component_id_2|C-1628|2 
TA-07902|component_id_1|C-1621|2 
TA-07902|component_id_2|C-1628|2 
TA-07903|component_id_1|C-1622|2 
TA-07903|component_id_2|C-1629|2 
TA-07904|component_id_1|C-1622|2 
TA-07904|component_id_2|C-1629|2 
TA-07905|component_id_1|C-1623|2 
TA-07905|component_id_2|C-1630|2 
TA-07906|component_id_1|C-1623|2 
TA-07906|component_id_2|C-1630|2 
TA-07907|component_id_1|C-1623|2 
TA-07907|component_id_2|C-1630|2 
TA-07908|component_id_1|C-1623|2 
TA-07908|component_id_2|C-1630|2 
TA-07909|component_id_1|C-1623|2 
TA-07909|component_id_2|C-1630|2 
TA-07909|component_id_3|C-0209|1 
TA-07910|component_id_1|C-1623|2 
TA-07910|component_id_2|C-1630|2 
TA-07910|component_id_3|C-0209|1 
TA-07911|component_id_1|C-1623|2 
TA-07911|component_id_2|C-1630|2 
TA-07911|component_id_3|C-0209|1 
TA-07912|component_id_1|C-1623|2 
TA-07912|component_id_2|C-1630|2 
TA-07912|component_id_3|C-0209|1 
TA-07913|component_id_1|C-1623|2 
TA-07913|component_id_2|C-1630|2 
TA-07913|component_id_3|C-0214|1 
TA-07914|component_id_1|C-1623|2 
TA-07914|component_id_2|C-1630|2 
TA-07914|component_id_3|C-0214|1 
TA-07915|component_id_1|C-1622|1 
TA-07915|component_id_2|C-1629|1 
TA-07915|component_id_3|C-1639|1 
TA-07916|component_id_1|C-1622|1 
TA-07916|component_id_2|C-1629|1 
TA-07916|component_id_3|C-1639|1 
TA-07917|component_id_1|C-1228|1 
TA-07917|component_id_2|C-1618|1 
TA-07917|component_id_3|C-1634|1 
TA-07918|component_id_1|C-1621|2 
TA-07918|component_id_2|C-1628|2 
TA-07919|component_id_1|C-1621|2 
TA-07919|component_id_2|C-1628|2 
TA-07920|component_id_1|C-1621|2 
TA-07920|component_id_2|C-1628|2 
TA-07921|component_id_1|C-1622|2 
TA-07921|component_id_2|C-1629|2 
TA-07922|component_id_1|C-1621|2 
TA-07922|component_id_2|C-1628|2 
TA-07923|component_id_1|C-1621|2 
TA-07923|component_id_2|C-1628|2 
TA-07924|component_id_1|C-1622|2 
TA-07924|component_id_2|C-1629|2 
TA-07925|component_id_1|C-1621|2 
TA-07925|component_id_2|C-1628|2 
TA-07926|component_id_1|C-1621|2 
TA-07926|component_id_2|C-1628|2 
TA-07927|component_id_1|C-1622|2 
TA-07927|component_id_2|C-1629|2 
TA-07928|component_id_1|C-1621|2 
TA-07928|component_id_2|C-1628|2 
TA-07929|component_id_1|C-1621|2 
TA-07929|component_id_2|C-1628|2 
TA-07930|component_id_1|C-1622|2 
TA-07930|component_id_2|C-1629|2 
TA-07931|component_id_1|C-1624|2 
TA-07931|component_id_2|C-1631|2 
TA-07932|component_id_1|C-1624|2 
TA-07932|component_id_2|C-1631|2 
TA-07933|component_id_1|C-1624|2 
TA-07933|component_id_2|C-1631|2 
TA-07934|component_id_1|C-1624|2 
TA-07934|component_id_2|C-1631|2 
TA-07935|component_id_1|C-1624|2 
TA-07935|component_id_2|C-1631|2 
TA-07937|component_id_1|C-1621|2 
TA-07937|component_id_2|C-1628|2 
TA-07938|component_id_1|C-1621|2 
TA-07938|component_id_2|C-1628|2 
TA-07939|component_id_1|C-1622|2 
TA-07939|component_id_2|C-1629|2 
TA-07939|component_id_3|C-0548|3 
TA-07939|component_id_4|C-0791|2 
TA-07940|component_id_1|C-1622|2 
TA-07940|component_id_2|C-1629|2 
TA-07940|component_id_3|C-0548|3 
TA-07940|component_id_4|C-0791|2 
TA-07941|component_id_1|C-1622|1 
TA-07941|component_id_2|C-1629|1 
TA-07941|component_id_3|C-1639|1 
TA-07942|component_id_1|C-1622|1 
TA-07942|component_id_2|C-1629|1 
TA-07942|component_id_3|C-1639|1 
TA-07943|component_id_1|C-1621|1 
TA-07943|component_id_2|C-1628|1 
TA-07944|component_id_1|C-1623|2 
TA-07944|component_id_2|C-1630|2 
TA-07945|component_id_1|C-1623|2 
TA-07945|component_id_2|C-1630|2 
TA-07946|component_id_1|C-1638|2 
TA-07946|component_id_2|C-0208|1 
TA-07947|component_id_1|C-1622|2 
TA-07947|component_id_2|C-1629|2 
TA-07948|component_id_1|C-1621|2 
TA-07948|component_id_2|C-1628|2 
TA-07948|component_id_3|C-0208|1 
TA-07949|component_id_1|C-1622|2 
TA-07949|component_id_2|C-1629|2 
TA-07950|component_id_1|C-1243|2 
TA-07950|component_id_2|C-1244|2 
TA-07951|component_id_1|C-1622|2 
TA-07951|component_id_2|C-1629|2 
TA-07952|component_id_1|C-1622|2 
TA-07952|component_id_2|C-1629|2 
TA-07953|component_id_1|C-1621|2 
TA-07953|component_id_2|C-1628|2 
TA-07954|component_id_1|C-1621|2 
TA-07954|component_id_2|C-1628|2 
TA-07955|component_id_1|C-1622|2 
TA-07955|component_id_2|C-1629|2 
TA-07956|component_id_1|C-1622|2 
TA-07956|component_id_2|C-1629|2 
TA-07959|component_id_1|C-1622|2 
TA-07959|component_id_2|C-1629|2 
TA-07960|component_id_1|C-1622|2 
TA-07960|component_id_2|C-1629|2 
TA-07961|component_id_1|C-1624|2 
TA-07961|component_id_2|C-1631|2 
TA-07962|component_id_1|C-1624|2 
TA-07962|component_id_2|C-1631|2 
TA-07963|component_id_1|C-1621|2 
TA-07963|component_id_2|C-1628|2 
TA-07964|component_id_1|C-1621|2 
TA-07964|component_id_2|C-1628|2 
TA-07965|component_id_1|C-1621|2 
TA-07965|component_id_2|C-1628|2 
TA-07966|component_id_1|C-1625|2 
TA-07966|component_id_2|C-1632|2 
TA-07967|component_id_1|C-1536|1 
TA-07967|component_id_2|C-1625|2 
TA-07967|component_id_3|C-1632|2 
TA-07968|component_id_1|C-0444|1 
TA-07968|component_id_2|C-0445|1 
TA-07969|component_id_1|C-0444|2 
TA-07969|component_id_2|C-0445|2 
TA-07970|component_id_1|C-1624|2 
TA-07970|component_id_2|C-1631|2 
TA-07971|component_id_1|C-1624|2 
TA-07971|component_id_2|C-1631|2 
TA-07972|component_id_1|C-1622|2 
TA-07972|component_id_2|C-1629|2 
TA-07973|component_id_1|C-1621|1 
TA-07973|component_id_2|C-1628|1 
TA-07973|component_id_3|C-1638|1 
TA-07974|component_id_1|C-1621|1 
TA-07974|component_id_2|C-1628|1 
TA-07974|component_id_3|C-1638|1 
TA-07975|component_id_1|C-1621|1 
TA-07975|component_id_2|C-1628|1 
TA-07975|component_id_3|C-1645|1 
TA-07976|component_id_1|C-1621|1 
TA-07976|component_id_2|C-1628|1 
TA-07976|component_id_3|C-1645|1 
TA-07977|component_id_1|C-1624|1 
TA-07977|component_id_2|C-1631|1 
TA-07978|component_id_1|C-1243|2 
TA-07978|component_id_2|C-1244|2 
TA-07981|component_id_1|C-1621|2 
TA-07981|component_id_2|C-1628|2 
TA-07982|component_id_1|C-1621|2 
TA-07982|component_id_2|C-1628|2 
TA-07983|component_id_1|C-1621|2 
TA-07983|component_id_2|C-1628|2 
TA-07984|component_id_1|C-1620|2 
TA-07984|component_id_2|C-1627|2 
TA-07985|component_id_1|C-1620|2 
TA-07985|component_id_2|C-1627|2 
TA-07986|component_id_1|C-1621|2 
TA-07986|component_id_2|C-1628|2 
TA-07987|component_id_1|C-1621|2 
TA-07987|component_id_2|C-1628|2 
TA-07988|component_id_1|C-1621|2 
TA-07988|component_id_2|C-1628|2 
TA-07989|component_id_1|C-1312|2 
TA-07990|component_id_1|C-1312|2 
TA-07991|component_id_1|C-1312|2 
TA-07992|component_id_1|C-1312|2 
TA-07993|component_id_1|C-1312|2 
TA-07994|component_id_1|C-1621|2 
TA-07994|component_id_2|C-1628|2 
TA-07995|component_id_1|C-1621|2 
TA-07995|component_id_2|C-1628|2 
TA-07996|component_id_1|C-1621|2 
TA-07996|component_id_2|C-1628|2 
TA-07997|component_id_1|C-1312|2 
TA-07998|component_id_1|C-1312|2 
TA-07999|component_id_1|C-1625|2 
TA-07999|component_id_2|C-1632|2 
TA-08000|component_id_1|C-1625|2 
TA-08000|component_id_2|C-1632|2 
TA-08001|component_id_1|C-0562|1 
TA-08002|component_id_1|C-0681|1 
TA-08003|component_id_1|C-1622|2 
TA-08003|component_id_2|C-1629|2 
TA-08004|component_id_1|C-1623|1 
TA-08004|component_id_2|C-1630|1 
TA-08004|component_id_3|C-1647|1 
TA-08005|component_id_1|C-1623|1 
TA-08005|component_id_2|C-1630|1 
TA-08005|component_id_3|C-1647|1 
TA-08006|component_id_1|C-1623|1 
TA-08006|component_id_2|C-1630|1 
TA-08006|component_id_3|C-1640|1 
TA-08007|component_id_1|C-1623|1 
TA-08007|component_id_2|C-1630|1 
TA-08007|component_id_3|C-1640|1 
TA-08008|component_id_1|C-1623|1 
TA-08008|component_id_2|C-1630|1 
TA-08008|component_id_3|C-1640|1 
TA-08009|component_id_1|C-1623|1 
TA-08009|component_id_2|C-1630|1 
TA-08009|component_id_3|C-1640|1 
TA-08010|component_id_1|C-1411|1 
TA-08010|component_id_2|C-1505|1 
TA-08011|component_id_1|C-1623|1 
TA-08011|component_id_2|C-1630|1 
TA-08011|component_id_3|C-1640|1 
TA-08012|component_id_1|C-1640|2 
TA-08013|component_id_1|C-1640|2 
TA-08014|component_id_1|C-1312|2 
TA-08015|component_id_1|C-1312|2 
TA-08016|component_id_1|C-1312|2 
TA-08017|component_id_1|C-1312|2 
TA-08018|component_id_1|C-1312|2 
TA-08019|component_id_1|C-1312|2 
TA-08020|component_id_1|C-1312|2 
TA-08021|component_id_1|C-1312|2 
TA-08022|component_id_1|C-1640|1 
TA-08022|component_id_2|C-1647|1 
TA-08023|component_id_1|C-1640|1 
TA-08023|component_id_2|C-1647|1 
TA-08024|component_id_1|C-1623|1 
TA-08024|component_id_2|C-1630|1 
TA-08024|component_id_3|C-1640|1 
TA-08025|component_id_1|C-1623|1 
TA-08025|component_id_2|C-1630|1 
TA-08025|component_id_3|C-1640|1 
TA-08026|component_id_1|C-1623|1 
TA-08026|component_id_2|C-1630|1 
TA-08026|component_id_3|C-1640|1 
TA-08027|component_id_1|C-1312|2 
TA-08028|component_id_1|C-1312|2 
TA-08029|component_id_1|C-1312|2 
TA-08030|component_id_1|C-1312|2 
TA-08031|component_id_1|C-1312|2 
TA-08032|component_id_1|C-1312|2 
TA-08033|component_id_1|C-1312|2 
TA-08034|component_id_1|C-1312|2 
TA-08035|component_id_1|C-1312|2 
TA-08036|component_id_1|C-1621|2 
TA-08036|component_id_2|C-1661|2 
TA-08037|component_id_1|C-1622|2 
TA-08037|component_id_2|C-1629|2 
TA-08038|component_id_1|C-1577|2 
TA-08038|component_id_2|C-0003|2 
TA-08039|component_id_1|C-1889|2 
TA-08040|component_id_1|C-1649|2 
TA-08041|component_id_1|C-1889|1 
TA-08041|component_id_2|C-0410|1 
TA-08042|component_id_1|C-1889|1 
TA-08042|component_id_2|C-0410|1 
TA-08043|component_id_1|C-1649|1 
TA-08043|component_id_2|C-0409|1 
TA-08044|component_id_1|C-1649|1 
TA-08044|component_id_2|C-0409|1 
TA-08045|component_id_1|C-1621|2 
TA-08045|component_id_2|C-1628|2 
TA-08046|component_id_1|C-1218|1 
TA-08046|component_id_2|C-1647|1 
TA-08047|component_id_1|C-1218|1 
TA-08047|component_id_2|C-1647|1 
TA-08048|component_id_1|C-0674|1 
TA-08049|component_id_1|C-0674|1 
TA-08050|component_id_1|C-0675|1 
TA-08051|component_id_1|C-1420|2 
TA-08051|component_id_2|C-1421|2 
TA-08052|component_id_1|C-1622|2 
TA-08052|component_id_2|C-1629|2 
TA-08053|component_id_1|C-1505|1 
TA-08054|component_id_1|C-1642|1 
TA-08054|component_id_2|C-0368|1 
TA-08055|component_id_1|C-1625|2 
TA-08055|component_id_2|C-1632|2 
TA-08056|component_id_1|C-1625|2 
TA-08056|component_id_2|C-1632|2 
TA-08057|component_id_1|C-1625|2 
TA-08057|component_id_2|C-1632|2 
TA-08058|component_id_1|C-0562|1 
TA-08059|component_id_1|C-1621|2 
TA-08059|component_id_2|C-1628|2 
TA-08060|component_id_1|C-1621|2 
TA-08060|component_id_2|C-1628|2 
TA-08061|component_id_1|C-1621|2 
TA-08061|component_id_2|C-1628|2 
TA-08062|component_id_1|C-1621|2 
TA-08062|component_id_2|C-1628|2 
TA-08063|component_id_1|C-1621|2 
TA-08063|component_id_2|C-1628|2 
TA-08064|component_id_1|C-1312|2 
TA-08065|component_id_1|C-1312|2 
TA-08066|component_id_1|C-1621|1 
TA-08066|component_id_2|C-1628|1 
TA-08066|component_id_3|C-1638|1 
TA-08067|component_id_1|C-1621|1 
TA-08067|component_id_2|C-1628|1 
TA-08067|component_id_3|C-1638|1 
TA-08068|component_id_1|C-1624|2 
TA-08068|component_id_2|C-1631|2 
TA-08069|component_id_1|C-1505|1 
TA-08070|component_id_1|C-1411|1 
TA-08070|component_id_2|C-0165|1 
TA-08071|component_id_1|C-1223|1 
TA-08071|component_id_2|C-1359|1 
TA-08071|component_id_3|C-0598|1 
TA-08071|component_id_4|C-0685|1 
TA-08072|component_id_1|C-0182|4 
TA-08073|component_id_1|C-0272|2 
TA-08074|component_id_1|C-0182|1 
TA-08074|component_id_2|C-0551|1 
TA-08075|component_id_1|C-0182|1 
TA-08075|component_id_2|C-0551|1 
TA-08076|component_id_1|C-1624|1 
TA-08076|component_id_2|C-1631|1 
TA-08076|component_id_3|C-1641|1 
TA-08077|component_id_1|C-1624|1 
TA-08077|component_id_2|C-1631|1 
TA-08077|component_id_3|C-1641|1 
TA-08078|component_id_1|C-1624|1 
TA-08078|component_id_2|C-1631|1 
TA-08078|component_id_3|C-1641|1 
TA-08079|component_id_1|C-1624|1 
TA-08079|component_id_2|C-1631|1 
TA-08079|component_id_3|C-1641|1 
TA-08080|component_id_1|C-1625|2 
TA-08080|component_id_2|C-1632|2 
TA-08081|component_id_1|C-1625|2 
TA-08081|component_id_2|C-1632|2 
TA-08082|component_id_1|C-1621|1 
TA-08082|component_id_2|C-1628|1 
TA-08082|component_id_3|C-1638|1 
TA-08083|component_id_1|C-1621|1 
TA-08083|component_id_2|C-1628|1 
TA-08083|component_id_3|C-1638|1 
TA-08084|component_id_1|C-1621|1 
TA-08084|component_id_2|C-1628|1 
TA-08084|component_id_3|C-1638|1 
TA-08085|component_id_1|C-1621|1 
TA-08085|component_id_2|C-1628|1 
TA-08085|component_id_3|C-1638|1 
TA-08086|component_id_1|C-1470|1 
TA-08086|component_id_2|C-1478|1 
TA-08087|component_id_1|C-0366|1 
TA-08088|component_id_1|C-1621|2 
TA-08088|component_id_2|C-1628|2 
TA-08089|component_id_1|C-1792|2 
TA-08090|component_id_1|C-1792|2 
TA-08091|component_id_1|C-0739|1 
TA-08092|component_id_1|C-0562|1 
TA-08093|component_id_1|C-1628|1 
TA-08093|component_id_2|C-0578|1 
TA-08093|component_id_3|C-0684|1 
TA-08094|component_id_1|C-1631|2 
TA-08094|component_id_2|C-0580|2 
TA-08095|component_id_1|C-1631|2 
TA-08095|component_id_2|C-0580|2 
TA-08096|component_id_1|C-0598|1 
TA-08097|component_id_1|C-1218|1 
TA-08097|component_id_2|C-1647|1 
TA-08098|component_id_1|C-1218|1 
TA-08098|component_id_2|C-1647|1 
TA-08099|component_id_1|C-0170|1 
TA-08100|component_id_1|C-1626|1 
TA-08100|component_id_2|C-1633|1 
TA-08100|component_id_3|C-1643|1 
TA-08101|component_id_1|C-1625|2 
TA-08101|component_id_2|C-1635|2 
TA-08102|component_id_1|C-1624|4 
TA-08102|component_id_2|C-1631|4 
TA-08103|component_id_1|C-1998|1 
TA-08103|component_id_2|C-2005|1 
TA-08104|component_id_1|C-0448|1 
TA-08104|component_id_2|C-0449|1 
TA-08104|component_id_3|C-0124|1 
TA-08105|component_id_1|C-1420|1 
TA-08105|component_id_2|C-0125|1 
TA-08105|component_id_3|C-0336|1 
TA-08106|component_id_1|C-1620|2 
TA-08106|component_id_2|C-1627|2 
TA-08107|component_id_1|C-1355|1 
TA-08108|component_id_1|C-1408|1 
TA-08108|component_id_2|C-1624|1 
TA-08108|component_id_3|C-1631|1 
TA-08109|component_id_1|C-1408|1 
TA-08109|component_id_2|C-1624|1 
TA-08109|component_id_3|C-1631|1 
TA-08110|component_id_1|C-1622|1 
TA-08110|component_id_2|C-1629|1 
TA-08110|component_id_3|C-2004|1 
TA-08111|component_id_1|C-1218|1 
TA-08111|component_id_2|C-1623|1 
TA-08111|component_id_3|C-1630|1 
TA-08112|component_id_1|C-1623|1 
TA-08112|component_id_2|C-1630|1 
TA-08112|component_id_3|C-1640|1 
TA-08113|component_id_1|C-1218|1 
TA-08113|component_id_2|C-1623|1 
TA-08113|component_id_3|C-1630|1 
TA-08114|component_id_1|C-1624|1 
TA-08114|component_id_2|C-1631|1 
TA-08114|component_id_3|C-1641|1 
TA-08115|component_id_1|C-1624|1 
TA-08115|component_id_2|C-1631|1 
TA-08115|component_id_3|C-1641|1 
TA-08116|component_id_1|C-1623|1 
TA-08116|component_id_2|C-1630|1 
TA-08116|component_id_3|C-1640|1 
TA-08116|component_id_4|C-0887|1 
TA-08117|component_id_1|C-1218|1 
TA-08117|component_id_2|C-1623|1 
TA-08117|component_id_3|C-1630|1 
TA-08118|component_id_1|C-1623|1 
TA-08118|component_id_2|C-1630|1 
TA-08118|component_id_3|C-1640|1 
TA-08118|component_id_4|C-0888|1 
TA-08119|component_id_1|C-1218|1 
TA-08119|component_id_2|C-1623|1 
TA-08119|component_id_3|C-1630|1 
TA-08120|component_id_1|C-1211|1 
TA-08120|component_id_2|C-1624|1 
TA-08120|component_id_3|C-1631|1 
TA-08120|component_id_4|C-0885|1 
TA-08121|component_id_1|C-1211|1 
TA-08121|component_id_2|C-1624|1 
TA-08121|component_id_3|C-1631|1 
TA-08121|component_id_4|C-0886|1 
TA-08122|component_id_1|C-1621|2 
TA-08122|component_id_2|C-1628|2 
TA-08122|component_id_3|C-0208|2 
TA-08123|component_id_1|C-1420|2 
TA-08123|component_id_2|C-1421|2 
TA-08124|component_id_1|C-1420|2 
TA-08124|component_id_2|C-1421|2 
TA-08126|component_id_1|C-1621|2 
TA-08126|component_id_2|C-1628|2 
TA-08129|component_id_1|C-1408|1 
TA-08129|component_id_2|C-1624|1 
TA-08129|component_id_3|C-1631|1 
TA-08130|component_id_1|C-1408|1 
TA-08130|component_id_2|C-1624|1 
TA-08130|component_id_3|C-1631|1 
TA-08131|component_id_1|C-1622|1 
TA-08131|component_id_2|C-1629|1 
TA-08131|component_id_3|C-2004|1 
TA-08132|component_id_1|C-1632|1 
TA-08132|component_id_2|C-1642|1 
TA-08132|component_id_3|C-2026|1 
TA-08135|component_id_1|C-1623|2 
TA-08135|component_id_2|C-1630|2 
TA-08136|component_id_1|C-1623|2 
TA-08136|component_id_2|C-1630|2 
TA-08137|component_id_1|C-1623|2 
TA-08137|component_id_2|C-1630|2 
TA-08138|component_id_1|C-1622|2 
TA-08138|component_id_2|C-1629|2 
TA-08139|component_id_1|C-1622|2 
TA-08139|component_id_2|C-1629|2 
TA-08140|component_id_1|C-1622|2 
TA-08140|component_id_2|C-1629|2 
TA-08141|component_id_1|C-1622|2 
TA-08141|component_id_2|C-1629|2 
TA-08142|component_id_1|C-1624|2 
TA-08142|component_id_2|C-1631|2 
TA-08143|component_id_1|C-1623|2 
TA-08143|component_id_2|C-1630|2 
TA-08144|component_id_1|C-1624|2 
TA-08144|component_id_2|C-1631|2 
TA-08145|component_id_1|C-0397|1 
TA-08145|component_id_2|C-0686|1 
TA-08151|component_id_1|C-1621|2 
TA-08151|component_id_2|C-1628|2 
TA-08152|component_id_1|C-1642|1 
TA-08152|component_id_2|C-1684|1 
TA-08153|component_id_1|C-1243|2 
TA-08153|component_id_2|C-1244|2 
TA-08154|component_id_1|C-1625|2 
TA-08154|component_id_2|C-1632|2 
TA-08155|component_id_1|C-1625|2 
TA-08155|component_id_2|C-1632|2 
TA-08159|component_id_1|C-1622|2 
TA-08159|component_id_2|C-1660|2 
TA-08160|component_id_1|C-1622|2 
TA-08160|component_id_2|C-1660|2 
TA-08161|component_id_1|C-1625|1 
TA-08161|component_id_2|C-1632|1 
TA-08161|component_id_3|C-1642|1 
TA-08162|component_id_1|C-1625|1 
TA-08162|component_id_2|C-1632|1 
TA-08162|component_id_3|C-1642|1 
TA-08163|component_id_1|C-1624|2 
TA-08163|component_id_2|C-1631|2 
TA-08164|component_id_1|C-1622|1 
TA-08164|component_id_2|C-1624|1 
TA-08164|component_id_3|C-1629|1 
TA-08164|component_id_4|C-1655|1 
TA-08165|component_id_1|C-1624|1 
TA-08165|component_id_2|C-1631|1 
TA-08165|component_id_3|C-2005|1 
TA-08166|component_id_1|C-1622|1 
TA-08166|component_id_2|C-1624|1 
TA-08166|component_id_3|C-1629|1 
TA-08166|component_id_4|C-1655|1 
TA-08167|component_id_1|C-1624|2 
TA-08167|component_id_2|C-1631|2 
TA-08168|component_id_1|C-1624|1 
TA-08168|component_id_2|C-1631|1 
TA-08168|component_id_3|C-1641|1 
TA-08169|component_id_1|C-1623|2 
TA-08169|component_id_2|C-1630|2 
TA-08170|component_id_1|C-1623|2 
TA-08170|component_id_2|C-1630|2 
TA-08171|component_id_1|C-1624|1 
TA-08171|component_id_2|C-1625|1 
